"BrNum","ID","Batch"
"Br1686","4578969143_R01C01","1M"
"Br1436","4578969143_R01C02","1M"
"Br1290","4578977034_R01C01","1M"
"Br1533","4578977034_R01C02","1M"
"Br826","4578969111_R01C01","1M"
"Br993","4578969111_R01C02","1M"
"Br1824","4578977020_R01C01","1M"
"Br1685","4578977020_R01C02","1M"
"Br1873","4578977032_R01C01","1M"
"Br1167","4578977032_R01C02","1M"
"Br1654","4578977036_R01C01","1M"
"Br1691","4578977036_R01C02","1M"
"Br1331","4578969051_R01C01","1M"
"Br1306","4578969051_R01C02","1M"
"Br1405","4578977042_R01C01","1M"
"Br1504","4578977042_R01C02","1M"
"Br1448","4572348457_R01C01","1M"
"Br1573","4572348457_R01C02","1M"
"Br1470","4572348558_R01C01","1M"
"Br1635","4572348558_R01C02","1M"
"Br1430","4572348603_R01C01","1M"
"Br1546","4572348603_R01C02","1M"
"Br1450","4572348818_R01C01","1M"
"Br1454","4572348818_R01C02","1M"
"Br1637","4572348852_R01C01","1M"
"Br1715","4572348852_R01C02","1M"
"Br1514","4572348869_R01C01","1M"
"Br1656","4572348869_R01C02","1M"
"Br1746","4572348879_R01C01","1M"
"Br1484","4572348879_R01C02","1M"
"Br1675","4572348880_R01C01","1M"
"Br1716","4572348880_R01C02","1M"
"Br1041","4584656107_R01C01","1M"
"Br1060","4584656107_R01C02","1M"
"Br1142","4584664141_R01C01","1M"
"Br1143","4584664141_R01C02","1M"
"Br1178","4584664035_R01C01","1M"
"Br1179","4584664035_R01C02","1M"
"Br1225","4584664005_R01C01","1M"
"Br1235","4584664005_R01C02","1M"
"Br1340","4584664028_R01C01","1M"
"Br1350","4584664028_R01C02","1M"
"Br1357","4584656165_R01C01","1M"
"Br1384","4584656165_R01C02","1M"
"Br1442","4584656126_R01C01","1M"
"Br1536","4584656126_R01C02","1M"
"Br1383","4584664006_R01C01","1M"
"Br1458","4584664006_R01C02","1M"
"Br1526","4578942040_R01C01","1M"
"Br1610","4578942040_R01C02","1M"
"Br1576","4578969081_R01C01","1M"
"Br1590","4578969081_R01C02","1M"
"Br1751","4578969123_R01C01","1M"
"Br1253","4578969123_R01C02","1M"
"Br869","4578969139_R01C01","1M"
"Br1339","4578969139_R01C02","1M"
"Br1738","4578969141_R01C01","1M"
"Br1740","4578969141_R01C02","1M"
"Br1843","4578969148_R01C01","1M"
"Br921","4578969148_R01C02","1M"
"Br1667","4578969151_R01C01","1M"
"Br888","4578969151_R01C02","1M"
"Br1507","4578969153_R01C01","1M"
"Br1538","4578969153_R01C02","1M"
"Br983","4578969154_R01C01","1M"
"Br1479","4578969154_R01C02","1M"
"Br1415","4578977063_R01C01","1M"
"Br1269","4578977063_R01C02","1M"
"Br1663","4578977076_R01C01","1M"
"Br1729","4578977076_R01C02","1M"
"Br1016","4578977077_R01C01","1M"
"Br1050","4578977077_R01C02","1M"
"Br1447","4578977078_R01C01","1M"
"Br1503","4578977078_R01C02","1M"
"Br1840","4578977093_R01C01","1M"
"Br1418","4578977115_R01C01","1M"
"Br1419","4578977115_R01C02","1M"
"Br1298","4578977116_R01C01","1M"
"Br1399","4578977116_R01C02","1M"
"Br1051","4578977093_R01C02","1M"
"Br1578","4562457033_R01C01","1M"
"Br1591","4562457033_R01C02","1M"
"Br1025","4572348538_R01C01","1M"
"Br1081","4572348538_R01C02","1M"
"Br1283","4572348602_R01C01","1M"
"Br1321","4572348602_R01C02","1M"
"Br1417","4572348853_R01C01","1M"
"Br1487","4572348853_R01C02","1M"
"Br1529","4572348856_R01C01","1M"
"Br938","4572348856_R01C02","1M"
"Br1665","4578942138_R01C01","1M"
"Br1509","4578942138_R01C02","1M"
"Br1056","4578951090_R01C01","1M"
"Br1884","4578951090_R01C02","1M"
"Br1605","4578951098_R01C01","1M"
"Br1703","4578951098_R01C02","1M"
"Br1883","4578951106_R01C01","1M"
"Br1836","4578951106_R01C02","1M"
"Br1905","4578951108_R01C01","1M"
"Br858","4578951108_R01C02","1M"
"Br1678","4578951114_R01C01","1M"
"Br1722","4578951114_R01C02","1M"
"Br1682","4578951128_R01C01","1M"
"Br1745","4578951128_R01C02","1M"
"Br1434","4578969013_R01C01","1M"
"Br1651","4578969013_R01C02","1M"
"Br963","4578969017_R01C01","1M"
"Br1021","4578969017_R01C02","1M"
"Br1245","4578969019_R01C01","1M"
"Br1842","4578969019_R01C02","1M"
"Br1676","4578969043_R01C01","1M"
"Br1461","4578969043_R01C02","1M"
"Br1093","4578969056_R01C01","1M"
"Br1139","4578969056_R01C02","1M"
"Br1030","4578969057_R01C01","1M"
"Br1067","4578969057_R01C02","1M"
"Br1908","4578977010_R01C01","1M"
"Br1918","4578977010_R01C02","1M"
"Br1579","4578977011_R01C01","1M"
"Br1664","4578977011_R01C02","1M"
"Br1499","4578977165_R01C01","1M"
"Br1595","4578977165_R01C02","1M"
"Br1441","4584656023_R01C01","1M"
"Br1453","4584656023_R01C02","1M"
"Br1320","4584656024_R01C01","1M"
"Br1326","4584656024_R01C02","1M"
"Br1425","4584656109_R01C01","1M"
"Br1427","4584656109_R01C02","1M"
"Br2137","5421787305_R01C02","1M"
"Br2144","5421787205_R01C01","1M"
"Br2146","5421787241_R01C01","1M"
"Br2148","5421787205_R01C02","1M"
"Br2154","5421787138_R01C01","1M"
"Br2156","5421787241_R01C02","1M"
"Br2159","5421787243_R01C02","1M"
"Br2160","5421787305_R01C01","1M"
"Br2161","5421787243_R01C01","1M"
"Br2166","5421787392_R01C02","1M"
"Br2170","5421787375_R01C02","1M"
"Br2176","5421787138_R01C02","1M"
"Br2178","5421787172_R01C01","1M"
"Br2183","5421787172_R01C02","1M"
"Br2184","5421787375_R01C01","1M"
"Br2185","5421787392_R01C01","1M"
"Br2186","5421787313_R01C01","1M"
"Br2187","5421787315_R01C02","1M"
"Br2192","5421787313_R01C02","1M"
"Br2194","5421787369_R01C01","1M"
"Br2196","5421787343_R01C01","1M"
"Br2197","5421787086_R01C01","1M"
"Br2200","5421787369_R01C02","1M"
"Br2201","5421787086_R01C02","1M"
"Br2204","5421787329_R01C01","1M"
"Br2207","5421787343_R01C02","1M"
"Br2209","5421787315_R01C01","1M"
"Br2211","5421787329_R01C02","1M"
"Br2212","5421787102_R01C02","1M"
"Br2214","5421787130_R01C01","1M"
"Br2223","5421787102_R01C01","1M"
"Br2225","5421787130_R01C02","1M"
"Br763","5421787160_R01C02","1M"
"Br978","4584656093_R01C01","1M"
"Br1084","5421787145_R01C01","1M"
"Br1189","5421787145_R01C02","1M"
"Br1203","5421787087_R01C02","1M"
"Br1265","5421787251_R01C01","1M"
"Br1315","5421787095_R01C02","1M"
"Br1455","5421787155_R01C01","1M"
"Br1485","5421787155_R01C02","1M"
"Br1492","5421787251_R01C02","1M"
"Br1497","5421787095_R01C01","1M"
"Br1498","5421787073_R01C01","1M"
"Br1505","5421787075_R01C01","1M"
"Br1527","5421787075_R01C02","1M"
"Br1580","5421787257_R01C01","1M"
"Br1588","5421787073_R01C02","1M"
"Br1594","5421787071_R01C01","1M"
"Br1602","5421787087_R01C01","1M"
"Br1646","5421787257_R01C02","1M"
"Br1648","5421787177_R01C01","1M"
"Br1672","5421787177_R01C02","1M"
"Br1684","5421787069_R01C02","1M"
"Br1690","5421787153_R01C01","1M"
"Br1693","5421787153_R01C02","1M"
"Br1700","5421787069_R01C01","1M"
"Br1721","5421787071_R01C02","1M"
"Br1912","5421787249_R01C02","1M"
"Br1923","5421787194_R01C01","1M"
"Br1941","5421787191_R01C01","1M"
"Br1946","5421787070_R01C01","1M"
"Br1958","5421787070_R01C02","1M"
"Br1974","4584656092_R01C02","1M"
"Br1979","5421787191_R01C02","1M"
"Br1981","4584656022_R01C01","1M"
"Br1985","4584656022_R01C02","1M"
"Br1988","5421787064_R01C01","1M"
"Br1989","5421787064_R01C02","1M"
"Br1994","5421787238_R01C01","1M"
"Br1995","4584656093_R01C02","1M"
"Br2002","4584656092_R01C01","1M"
"Br2020","5421787238_R01C02","1M"
"Br2038","5421787084_R01C01","1M"
"Br2090","5421787401_R01C02","1M"
"Br2091","5421787405_R01C01","1M"
"Br2092","5421787400_R01C01","1M"
"Br2094","5421787400_R01C02","1M"
"Br2097","5421787194_R01C02","1M"
"Br2098","5421787301_R01C02","1M"
"Br2099","5421787094_R01C01","1M"
"Br2102","5421787301_R01C01","1M"
"Br2104","5421787094_R01C02","1M"
"Br2107","5421787401_R01C01","1M"
"Br2133","5421787118_R01C02","1M"
"Br2151","5421787405_R01C02","1M"
"Br2158","5421787402_R01C01","1M"
"Br2163","5421787402_R01C02","1M"
"Br2173","5421787268_R01C02","1M"
"Br2177","5421787268_R01C01","1M"
"Br2210","5421787249_R01C01","1M"
"Br2213","5421787089_R01C02","1M"
"Br2216","4584656050_R01C02","1M"
"Br2219","5421787072_R01C01","1M"
"Br2221","5421787388_R01C01","1M"
"Br2226","5421787388_R01C02","1M"
"Br2227","4584656050_R01C01","1M"
"Br2228","5421787072_R01C02","1M"
"Br2229","5421787151_R01C01","1M"
"Br2231","5421787151_R01C02","1M"
"Br2233","5421787089_R01C01","1M"
"Br2236","5421787118_R01C01","1M"
"Br2242","5421787084_R01C02","1M"
"Br2261","5421787160_R01C01","1M"
"Br2181","5511192045_R01C01","1M"
"Br2174","5511192045_R01C02","1M"
"Br2203","5511192073_R01C01","1M"
"Br2208","5511192073_R01C02","1M"
"Br2162","5511192115_R01C01","1M"
"Br2171","5511192115_R01C02","1M"
"Br2164","5511192117_R01C01","1M"
"Br2165","5511192117_R01C02","1M"
"Br2182","5511192130_R01C01","1M"
"Br2191","5511192130_R01C02","1M"
"Br2168","5511192131_R01C01","1M"
"Br2180","5511192131_R01C02","1M"
"Br2198","5511192132_R01C01","1M"
"Br2202","5511192132_R01C02","1M"
"Br2189","5511205003_R01C01","1M"
"Br2195","5511205003_R01C02","1M"
"Br2143","5532971056_R01C01","1M"
"Br2145","5532971056_R01C02","1M"
"Br2167","5532971067_R01C01","1M"
"Br2169","5532971067_R01C02","1M"
"Br2150","5532971082_R01C01","1M"
"Br2155","5532971082_R01C02","1M"
"Br2112","5532971088_R01C01","1M"
"Br2136","5532971088_R01C02","1M"
"Br2140","5532971094_R01C01","1M"
"Br2141","5532971094_R01C02","1M"
"Br2147","5532971095_R01C01","1M"
"Br2149","5532971095_R01C02","1M"
"Br2152","5532971116_R01C01","1M"
"Br2139","5532971116_R01C02","1M"
"Br2157","5532971117_R01C01","1M"
"Br2142","5532971117_R01C02","1M"
"Br2235","5532997168_R01C01","1M"
"Br2123","5532997168_R01C02","1M"
"Br2199","5533009018_R01C01","1M"
"Br2205","5533009018_R01C02","1M"
"Br2179","5533009029_R01C01","1M"
"Br1785","5533009029_R01C02","1M"
"Br2220","5533009059_R01C01","1M"
"Br2232","5533009059_R01C02","1M"
"Br2218","5533009060_R01C01","1M"
"Br2237","5533009060_R01C02","1M"
"Br2217","5533009064_R01C01","1M"
"Br2224","5533009064_R01C02","1M"
"Br2190","5533009066_R01C01","1M"
"Br2193","5533009066_R01C02","1M"
"Br2234","5533009080_R01C01","1M"
"Br2215","5533009080_R01C02","1M"
"Br1909","5511192062_R01C01","1M"
"Br1987","5511192062_R01C02","1M"
"Br2005","5511192104_R01C01","1M"
"Br1973","5511192104_R01C02","1M"
"Br2003","5511192105_R01C01","1M"
"Br1911","5511192105_R01C02","1M"
"Br1998","5511192119_R01C01","1M"
"Br1901","5511192119_R01C02","1M"
"Br1900","5511192140_R01C01","1M"
"Br2047","5511192140_R01C02","1M"
"Br2048","5511192141_R01C01","1M"
"Br2050","5511192141_R01C02","1M"
"Br1980","5511192158_R01C01","1M"
"Br1920","5511192158_R01C02","1M"
"Br2036","5511205011_R01C01","1M"
"Br1960","5511205011_R01C02","1M"
"Br2131","5532962025_R01C01","1M"
"Br2132","5532962025_R01C02","1M"
"Br2117","5532962040_R01C01","1M"
"Br2130","5532962040_R01C02","1M"
"Br2127","5532962041_R01C01","1M"
"Br2128","5532962041_R01C02","1M"
"Br2129","5532962064_R01C01","1M"
"Br2114","5532962064_R01C02","1M"
"Br2230","5532962095_R01C01","1M"
"Br2116","5532962095_R01C02","1M"
"Br2115","5532962101_R01C01","1M"
"Br2119","5532962101_R01C02","1M"
"Br2125","5532962142_R01C01","1M"
"Br2126","5532962142_R01C02","1M"
"Br2122","5532962167_R01C01","1M"
"Br2124","5532962167_R01C02","1M"
"Br2110","5533017017_R01C01","1M"
"Br2088","5533017017_R01C02","1M"
"Br2108","5533017018_R01C01","1M"
"Br2111","5533017018_R01C02","1M"
"Br1936","5533017019_R01C01","1M"
"Br2087","5533017019_R01C02","1M"
"Br2089","5533017021_R01C01","1M"
"Br2103","5533017021_R01C02","1M"
"Br2093","5533017026_R01C01","1M"
"Br2106","5533017026_R01C02","1M"
"Br2101","5533017073_R01C01","1M"
"Br2105","5533017073_R01C02","1M"
"Br2109","5533017075_R01C01","1M"
"Br2095","5533017075_R01C02","1M"
"Br2118","5533017086_R01C01","1M"
"Br2120","5533017086_R01C02","1M"
"Br2251","5535522073_R01C01","1M"
"Br2252","5535522073_R01C02","1M"
"Br2247","5535522076_R01C01","1M"
"Br2248","5535522076_R01C02","1M"
"Br2253","5535522078_R01C01","1M"
"Br2254","5535522078_R01C02","1M"
"Br2318","5535522103_R01C01","1M"
"Br2319","5535522103_R01C02","1M"
"Br2060","5535522118_R01C01","1M"
"Br2063","5535522118_R01C02","1M"
"Br1948","5535522119_R01C01","1M"
"Br2074","5535522119_R01C02","1M"
"Br2292","5535522132_R01C01","1M"
"Br2307","5535522132_R01C02","1M"
"Br2080","5535522139_R01C01","1M"
"Br2083","5535522139_R01C02","1M"
"Br2249","5535522144_R01C01","1M"
"Br2250","5535522144_R01C02","1M"
"Br2015","5535549007_R01C01","1M"
"Br2026","5535549007_R01C02","1M"
"Br2053","5535549008_R01C01","1M"
"Br1983","5535549009_R01C01","1M"
"Br1984","5535549009_R01C02","1M"
"Br1919","5535549008_R01C02","1M"
"Br2076","5535549016_R01C01","1M"
"Br1937","5535549016_R01C02","1M"
"Br1947","5535549017_R01C01","1M"
"Br1969","5535549017_R01C02","1M"
"Br2046","5535549018_R01C01","1M"
"Br2064","5535549018_R01C02","1M"
"Br2255","5535549039_R01C01","1M"
"Br2256","5535549039_R01C02","1M"
"Br2258","5535549047_R01C01","1M"
"Br2317","5535549047_R01C02","1M"
"Br2363","5535549048_R01C01","1M"
"Br1396","5535549048_R01C02","1M"
"Br1991","5535549049_R01C01","1M"
"Br2000","5535549049_R01C02","1M"
"Br2014","5535549057_R01C01","1M"
"Br2022","5535549057_R01C02","1M"
"Br1940","5535549067_R01C01","1M"
"Br2044","5535549067_R01C02","1M"
"Br1938","5535549068_R01C01","1M"
"Br1943","5535549068_R01C02","1M"
"Br2084","5535549082_R01C01","1M"
"Br2239","5535549082_R01C02","1M"
"Br899","5535549083_R01C01","1M"
"Br1296","5535549083_R01C02","1M"
"Br1827","5535522075_R01C01","1M"
"Br1897","5535522075_R01C02","1M"
"Br2049","5535522079_R01C01","1M"
"Br1978","5535522079_R01C02","1M"
"Br1887","5535522080_R01C01","1M"
"Br1483","5535522080_R01C02","1M"
"Br1835","5535522081_R01C01","1M"
"Br1770","5535522081_R01C02","1M"
"Br1820","5535522091_R01C01","1M"
"Br1838","5535522091_R01C02","1M"
"Br1513","5535522093_R01C01","1M"
"Br1930","5535522093_R01C02","1M"
"Br1535","5535522112_R01C01","1M"
"Br1017","5535522112_R01C02","1M"
"Br1832","5535522113_R01C01","1M"
"Br1892","5535522113_R01C02","1M"
"Br1895","5535522116_R01C01","1M"
"Br2096","5535522116_R01C02","1M"
"Br1724","5535522142_R01C01","1M"
"Br970","5535522142_R01C02","1M"
"Br1831","5535522143_R01C01","1M"
"Br1775","5535522143_R01C02","1M"
"Br2113","5535522151_R01C01","1M"
"Br2121","5535522151_R01C02","1M"
"Br2172","5535522153_R01C01","1M"
"Br2206","5535522153_R01C02","1M"
"Br1818","5535522157_R01C01","1M"
"Br1829","5535522157_R01C02","1M"
"Br1774","5535522158_R01C01","1M"
"Br1821","5535522158_R01C02","1M"
"Br1927","5535522164_R01C01","1M"
"Br1776","5535522164_R01C02","1M"
"Br1763","5535522165_R01C01","1M"
"Br1896","5535522165_R01C02","1M"
"Br2153","5535549010_R01C01","1M"
"Br2175","5535549010_R01C02","1M"
"Br2188","5535549031_R01C01","1M"
"Br2222","5535549031_R01C02","1M"
"Br2100","5535549033_R01C01","1M"
"Br2135","5535549033_R01C02","1M"
"Br1748","5535549037_R01C01","1M"
"Br1658","5535549037_R01C02","1M"
"Br1064","5535549038_R01C01","1M"
"Br1723","5535549038_R01C02","1M"
"Br1903","5535549070_R01C01","1M"
"Br1910","5535549070_R01C02","1M"
"Br2134","5535549071_R01C01","1M"
"Br2138","5535549071_R01C02","1M"
"Br942","5535506126_R01C01","1M"
"Br1793","5535506126_R01C02","1M"
"Br1441","5535506158_R01C01","1M"
"Br1417","5535506158_R01C02","1M"
"Br1709","5535522021_R01C01","1M"
"Br1713","5535522021_R01C02","1M"
"Br1541","5535522097_R01C01","1M"
"Br1921","5535522097_R01C02","1M"
"Br1676","5535522098_R01C01","1M"
"Br1688","5535522098_R01C02","1M"
"Br1992","5535522104_R01C01","1M"
"Br2009","5535522104_R01C02","1M"
"Br2266","5535522105_R01C01","1M"
"Br2267","5535522105_R01C02","1M"
"Br1916","5535522108_R01C01","1M"
"Br2173","5535522108_R01C02","1M"
"Br1810","5535522133_R01C01","1M"
"Br1783","5535522133_R01C02","1M"
"Br1520","5535522136_R01C01","1M"
"Br1681","5535522136_R01C02","1M"
"Br1719","5535522138_R01C01","1M"
"Br1725","5535522138_R01C02","1M"
"Br1619","5535522147_R01C01","1M"
"Br1734","5535522147_R01C02","1M"
"Br1732","5535522149_R01C01","1M"
"Br1749","5535522149_R01C02","1M"
"Br1659","5535522150_R01C01","1M"
"Br1699","5535522150_R01C02","1M"
"Br1434","5535522163_R01C01","1M"
"Br1448","5535522163_R01C02","1M"
"Br1353","5535549019_R01C01","1M"
"Br1511","5535549019_R01C02","1M"
"Br1508","5535549026_R01C01","1M"
"Br1559","5535549026_R01C02","1M"
"Br1582","5535549027_R01C01","1M"
"Br1584","5535549027_R01C02","1M"
"Br1661","5535549034_R01C01","1M"
"Br1728","5535549034_R01C02","1M"
"Br1551","5535549036_R01C01","1M"
"Br1530","5535549036_R01C02","1M"
"Br1652","5535549043_R01C01","1M"
"Br1698","5535549043_R01C02","1M"
"Br1600","5535549051_R01C01","1M"
"Br1634","5535549051_R01C02","1M"
"Br1470","5535549058_R01C01","1M"
"Br1027","5535549058_R01C02","1M"
"Br1683","5535549060_R01C01","1M"
"Br1701","5535549060_R01C02","1M"
"Br922","5535549012_R01C01","1M"
"Br1271","5535522167_R01C02","1M"
"Br1350","5535522115_R01C02","1M"
"Br1591","5535522115_R01C01","1M"
"Br1796","5535522167_R01C01","1M"
"Br1963","5535549012_R01C02","1M"
"Br2056","5535522152_R01C01","1M"
"Br2065","5535522152_R01C02","1M"
"Br2285","5535506145_R01C01","1M"
"Br2288","5535506145_R01C02","1M"
"Br2392","5535522117_R01C01","1M"
"Br2401","5535522117_R01C02","1M"
"Br2035","5535522120_R01C01","1M"
"Br2042","5535522120_R01C02","1M"
"Br2410","5535522127_R01C01","1M"
"Br2402","5535522127_R01C02","1M"
"Br2416","5535522129_R01C01","1M"
"Br2415","5535522129_R01C02","1M"
"Br2263","5535522135_R01C01","1M"
"Br2269","5535522135_R01C02","1M"
"Br2406","5535522154_R01C01","1M"
"Br2395","5535522154_R01C02","1M"
"Br2413","5535522166_R01C01","1M"
"Br1769","5535522166_R01C02","1M"
"Br2408","5535522168_R01C01","1M"
"Br2411","5535522168_R01C02","1M"
"Br2403","5535549002_R01C01","1M"
"Br2397","5535549002_R01C02","1M"
"Br1931","5535549032_R01C01","1M"
"Br2398","5535549032_R01C02","1M"
"Br2412","5535549044_R01C01","1M"
"Br2414","5535549044_R01C02","1M"
"Br2396","5535549052_R01C01","1M"
"Br2394","5535549052_R01C02","1M"
"Br1411","5535549053_R01C01","1M"
"Br2057","5535549053_R01C02","1M"
"Br2271","5535549054_R01C01","1M"
"Br2276","5535549054_R01C02","1M"
"Br1328","5535549069_R01C01","1M"
"Br2013","5535549069_R01C02","1M"
"Br2381","5535549072_R01C01","1M"
"Br2400","5535549072_R01C02","1M"
"Br2383","5535549073_R01C01","1M"
"Br1655","5535549073_R01C02","1M"
"Br2399","5535549074_R01C01","1M"
"Br2380","5535549074_R01C02","1M"
"Br2409","5535549075_R01C01","1M"
"Br2407","5535549075_R01C02","1M"
"Br1493","6051001010_R01C01","1M"
"Br1825","6051001010_R01C02","1M"
"Br1692","6051001006_R01C01","1M"
"Br1759","6051001006_R01C02","1M"
"Br1429","6051001017_R01C01","1M"
"Br1147","6051001017_R01C02","1M"
"Br2238","6051001032_R01C01","1M"
"Br2257","6051001032_R01C02","1M"
"Br2382","6051001005_R01C01","1M"
"Br1282","6051001005_R01C02","1M"
"Br1815","6051001011_R01C01","1M"
"Br1824","6051001011_R01C02","1M"
"Br1979","6051001008_R01C01","1M"
"Br1728","6051001008_R01C02","1M"
"Br1464","6051001030_R01C01","1M"
"Br1707","6051001030_R01C02","1M"
"Br1653","6017049081_R01C01","1M"
"Br1652","6017049081_R01C02","1M"
"Br1823","6017049073_R01C01","1M"
"Br1696","6017049073_R01C02","1M"
"Br2449","6017049074_R01C01","1M"
"Br1799","6017049074_R01C02","1M"
"Br1280","6051001028_R01C01","1M"
"Br1732","6051001028_R01C02","1M"
"Br2362","6017049079_R01C01","1M"
"Br1201","6017049079_R01C02","1M"
"Br1462","6051001029_R01C01","1M"
"Br1985","6051001029_R01C02","1M"
"Br2050","6051001027_R01C01","1M"
"Br2357","6051001027_R01C02","1M"
"Br2360","6017049080_R01C01","1M"
"Br2361","6017049080_R01C02","1M"
"Br5158","3998646085_R01C01","2-5-8-v1-1"
"Br5166","3998646085_R02C01","2-5-8-v1-1"
"Br5097","3998646085_R03C01","2-5-8-v1-1"
"Br5119","3998646085_R04C01","2-5-8-v1-1"
"Br2355","3998646085_R05C01","2-5-8-v1-1"
"Br2379","3998646085_R06C01","2-5-8-v1-1"
"Br2444","3998646085_R07C01","2-5-8-v1-1"
"Br2452","3998646085_R08C01","2-5-8-v1-1"
"Br2489","3998646086_R01C01","2-5-8-v1-1"
"Br2427","3998646086_R02C01","2-5-8-v1-1"
"Br2469","3998646086_R03C01","2-5-8-v1-1"
"Br2520","3998646086_R04C01","2-5-8-v1-1"
"Br2294","3998646086_R05C01","2-5-8-v1-1"
"Br2309","3998646086_R06C01","2-5-8-v1-1"
"Br2315","3998646086_R07C01","2-5-8-v1-1"
"Br2311","3998646086_R08C01","2-5-8-v1-1"
"Br5090","3998646119_R01C01","2-5-8-v1-1"
"Br2078","3998646119_R02C01","2-5-8-v1-1"
"Br2272","3998646119_R03C01","2-5-8-v1-1"
"Br2448","3998646119_R05C01","2-5-8-v1-1"
"Br2498","3998646119_R06C01","2-5-8-v1-1"
"Br2502","3998646119_R07C01","2-5-8-v1-1"
"Br2503","3998646119_R08C01","2-5-8-v1-1"
"Br2504","3998646120_R01C01","2-5-8-v1-1"
"Br2505","3998646120_R02C01","2-5-8-v1-1"
"Br2312","3998646120_R03C01","2-5-8-v1-1"
"Br2598","3998646120_R05C01","2-5-8-v1-1"
"Br2324","3998646120_R06C01","2-5-8-v1-1"
"Br2500","3998646120_R07C01","2-5-8-v1-1"
"Br1928","3998646120_R08C01","2-5-8-v1-1"
"Br5001","3998646147_R01C01","2-5-8-v1-1"
"Br5002","3998646147_R02C01","2-5-8-v1-1"
"Br5003","3998646147_R03C01","2-5-8-v1-1"
"Br5007","3998646147_R04C01","2-5-8-v1-1"
"Br5008","3998646147_R05C01","2-5-8-v1-1"
"Br5006","3998646147_R06C01","2-5-8-v1-1"
"Br5013","3998646147_R07C01","2-5-8-v1-1"
"Br5009","3998646147_R08C01","2-5-8-v1-1"
"Br5010","3998646158_R01C01","2-5-8-v1-1"
"Br5025","3998646158_R02C01","2-5-8-v1-1"
"Br5018","3998646158_R03C01","2-5-8-v1-1"
"Br5149","3998646158_R04C01","2-5-8-v1-1"
"Br5136","3998646158_R05C01","2-5-8-v1-1"
"Br5140","3998646158_R06C01","2-5-8-v1-1"
"Br5137","3998646158_R07C01","2-5-8-v1-1"
"Br5139","3998646158_R08C01","2-5-8-v1-1"
"Br5142","3998646009_R01C01","2-5-8-v1-1"
"Br5156","3998646009_R02C01","2-5-8-v1-1"
"Br5157","3998646009_R03C01","2-5-8-v1-1"
